epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,85.6333,1.43973,1.23987,0.75572,0.68756,0.30323,0.4458,0.22775,1.50605,1.20188,0.71204,0.00011332,0.00011332,0.00011332
188,86.0239,1.42853,1.17168,0.75049,0.68756,0.30323,0.4458,0.22775,1.50605,1.20188,0.71204,0.000106246,0.000106246,0.000106246
189,86.4204,1.5259,1.54433,0.75041,0.68756,0.30323,0.4458,0.22775,1.50605,1.20188,0.71204,9.91726e-05,9.91726e-05,9.91726e-05
190,86.9808,1.63968,1.49519,0.71564,0.66738,0.30347,0.44814,0.23407,1.43247,1.18095,0.71168,9.20991e-05,9.20991e-05,9.20991e-05
191,97.7548,1.58882,1.85158,0.74419,0.66738,0.30347,0.44814,0.23407,1.43247,1.18095,0.71168,8.50255e-05,8.50255e-05,8.50255e-05
192,98.1929,1.43743,1.42734,0.76475,0.66738,0.30347,0.44814,0.23407,1.43247,1.18095,0.71168,7.7952e-05,7.7952e-05,7.7952e-05
193,98.7239,1.52655,1.37613,0.77319,0.66738,0.30347,0.44814,0.23407,1.43247,1.18095,0.71168,7.08784e-05,7.08784e-05,7.08784e-05
194,99.1592,1.38665,1.3483,0.76383,0.62408,0.30745,0.44923,0.23596,1.41871,1.17708,0.71135,6.38049e-05,6.38049e-05,6.38049e-05
195,99.5996,1.85065,2.20232,0.7176,0.62408,0.30745,0.44923,0.23596,1.41871,1.17708,0.71135,5.67313e-05,5.67313e-05,5.67313e-05
196,99.9971,1.54569,1.51023,0.72243,0.62408,0.30745,0.44923,0.23596,1.41871,1.17708,0.71135,4.96578e-05,4.96578e-05,4.96578e-05
197,100.422,1.45191,1.30621,0.7481,0.62408,0.30745,0.44923,0.23596,1.41871,1.17708,0.71135,4.25842e-05,4.25842e-05,4.25842e-05
198,100.876,1.43305,1.49522,0.75542,0.62233,0.31076,0.44987,0.23394,1.44121,1.18711,0.71148,3.55107e-05,3.55107e-05,3.55107e-05
199,101.265,1.63624,1.85245,0.72627,0.62233,0.31076,0.44987,0.23394,1.44121,1.18711,0.71148,2.84371e-05,2.84371e-05,2.84371e-05
200,101.722,1.56048,1.61817,0.74249,0.62233,0.31076,0.44987,0.23394,1.44121,1.18711,0.71148,2.13636e-05,2.13636e-05,2.13636e-05
